sample_id,iteration,seed,Percentage of burned trees
6,21,139021615529973992506134697018309519697,0.04386275203395826
6,22,295446064679399978488877985061074311631,0.04492394764768306
6,23,99020899076119553209498016864597652531,0.03501945525291829
6,24,286333116241063217833508894256342172681,0.04740007074637425
6,25,156482827489462439732938158118789182010,0.04669260700389105
6,26,91723483143821645557889367186714654513,0.04138662893526707
6,27,244984095276927845002670440925312473018,0.04032543332154227
6,28,87085505467250921919891952412777966893,0.03997170145030067
6,29,35487484288662148573385839052612308768,0.05942695436858861
6,30,340192567127039495819269574180984820427,0.05588963565617262
6,31,294943585323999686608544367305534133624,0.04315528829147506
6,32,47438427907754305608844042744527169338,0.0325433321542271
6,33,274661105458282042149889246772246672477,0.05482844004244782
6,34,25042217268189797750563086146055825870,0.07499115670321896
6,35,96047823085087129037632825340071239943,0.027237354085603113
6,36,158526975492940532436410488599862873085,0.04669260700389105
6,37,74201183824580079883086300128617200176,0.050229925716307036
6,38,180496090384440290823890640201259581451,0.05376724442872303
6,39,288606264205130473556572482291694838826,0.05376724442872303
7,0,116020120714702502210716521442122523181,0.034401349072512646
7,1,88322360829118889328511994171662304698,0.04451939291736931
7,2,22946436185894656842285794671393614048,0.05193929173693086
7,3,237022740717230133123301705832800216514,0.050590219224283306
7,4,165668446858061725478171518480770909242,0.09443507588532883
7,5,248595162524110450602128363990128873548,0.07116357504215852
7,6,240613494380321535220762718155027028141,0.0657672849915683
7,7,9004744423469913646027504705289919482,0.03777403035413154
7,8,103211964243888289738698370963711537793,0.06441821247892074
7,9,40368813157685480826901040387486114171,0.0418212478920742
7,10,103886474253678003199184716677582750213,0.045531197301854974
7,11,57548052634301863780836799598235941729,0.04991568296795953
7,12,189990864001423404588843737757915867220,0.03473861720067454
7,13,129742578606323749796919127290597298449,0.030016863406408096
7,14,320464704408827471256492230294402655385,0.05497470489038786
7,15,276631292506619659594155866193176118398,0.08634064080944351
7,16,144062744120194934422290957732416929163,0.06913996627318718
7,17,59139120456004883007857502857774465803,0.04418212478920742
7,18,128412664806577412847687038726586697464,0.06408094435075885
7,19,75726437028987008411887795357700905941,0.06340640809443508
7,20,340122001096555011934006680077334948733,0.04991568296795953
7,21,18518334216837605747792099337679085272,0.038448566610455315
7,22,143462747658780622617480466391596486761,0.06711635750421585
7,23,223985749752764296920006792835176482358,0.04991568296795953
7,24,258098843621057771344298299934308708259,0.040134907251264756
7,25,241355904347963124839992800825591356136,0.04384485666104553
7,26,301595135688258034278597132574133280816,0.06745362563237774
7,27,40294183367648948594471518335849273798,0.05227655986509275
7,28,196609566126240541430549853097808787456,0.04991568296795953
7,29,163208523074429613663929119138326297630,0.08330522765598651
7,30,31892485511272318680605082592267270230,0.04519392917369309
7,31,190412021534469210433505309819891977452,0.03170320404721754
7,32,157179756754985068565332657121192616509,0.044856661045531196
7,33,136639470852698320519135735812624293821,0.08870151770657674
7,34,158481652546238272723384313843330976105,0.04856661045531197
7,35,146487357174168404488997133495778648313,0.07251264755480608
7,36,128668135595899951855754665700963071831,0.05699831365935919
7,37,104898014316408214687310973545908772066,0.09409780775716695
7,38,189056013540528315849667540915640856990,0.05699831365935919
7,39,130819937208888895864613431343365165485,0.07386172006745363
8,0,226390711180192424854230716216700287309,0.09925878182404126
8,1,107278259395570553947435062875725991908,0.05188527231711247
8,2,124574102623833762795311329478463265631,0.07444408636803093
8,3,3876977056238077328831842525614921567,0.04866258459555269
8,4,185142088580877891019980955584082396207,0.08475668707702223
8,5,302226908291429262193394257772868085134,0.06252014179825975
8,6,255453335341837418284498334399844949326,0.05156300354495649
8,7,239827078776042140358021913789059822974,0.07669996777312278
8,8,137222134968733071269829993809723938768,0.04157267160812117
8,9,2279554573553623806966693679573338522,0.06219787302610377
8,10,307030262088419060985597372436049004717,0.04189494038027715
8,11,295844183455470341720939230844404204926,0.04028359651949726
8,12,299768757640915387145761138003834295704,0.05897518530454399
8,13,316616005244705914296197192078078861230,0.03867225265871737
8,14,9320042756361413843052232784458535828,0.05510796003867225
8,15,245781484431848604206617994566461843332,0.058652916532388015
8,16,61845010586352769994538711800896951034,0.0573638414437641
8,17,239473533677249411381924336803052917831,0.0825008056719304
8,18,174413808117392569348280220664693694698,0.03867225265871737
8,19,140542530316940445374075115248172108603,0.0660650982919755
8,20,139999560608299668711975079561257214155,0.06993232355784725
8,21,53723265121360347692696409170219928524,0.045117628101836935
8,22,157299717579198199438848470417532591737,0.06316467934257171
8,23,216741286535361899928698219801064364284,0.0705768611021592
8,24,107966217525049124863205679926096233639,0.05543022881082823
8,25,305694746154945300376720100231607525140,0.050918466000644536
8,26,57496161645494377729481289998890980060,0.04672897196261682
8,27,219910566535545406682225654975975422267,0.11053818884950048
8,28,304508561002954436708049349303064536539,0.048018047051240735
8,29,320980580774495073611080360960648374207,0.0660650982919755
8,30,144435398751993481598132708945733388328,0.04447309055752498
8,31,112286541318870674745106543889019836750,0.05285207863358041
8,32,278094876307328747364891683150796199344,0.05478569126651627
8,33,28930166852960299237357632300885869356,0.1221398646471157
8,34,315615090864302662569380424007320371635,0.08733483725427006
8,35,130838206384428869571177440085946985478,0.04060586529165324
8,36,153277963231666946914674434678780294358,0.03802771511440541
8,37,177032460045838774133351434190532328528,0.04221720915243313
8,38,106616029369287129755229434660556753395,0.07089912987431518
8,39,193056574443023265619806367826995574498,0.06252014179825975
9,0,142788866713631036664569305531721535471,0.05738969453872261
9,1,68145836842266448250791077463484638034,0.07250848503548288
9,2,333875257465711050960086632342644793664,0.10521443998765813
9,3,312606739716317020770849936788935824770,0.07250848503548288
9,4,24475911652052056778178649539686840040,0.06109225547670472
9,5,331451406437820380204446886227005604128,0.07127429805615551
9,6,254983708707328772547741885378587484233,0.07466831224930577
9,7,89231070892120332265931367411064970579,0.07528540573896945
9,8,291023863374614483611537594756973433615,0.12588707189139153
9,9,5332333241468129463240711176002452869,0.04905893242826288
9,10,220670266876874800241529630483370677554,0.06880592409750078
9,11,214970541457995614695845482971772743444,0.05708114779389077
9,12,208789539862107318133897737794847570233,0.08917000925640234
9,13,9539734952817897019099166040780735689,0.08793582227707497
9,14,158704930865076145379645998076256949893,0.06633755013884604
9,15,323898991063394499820425298679254609196,0.06726319037334157
9,16,103090803258673600503501861588522524178,0.06325208269052761
9,17,221044528371824889568527447302603036443,0.08053070040111077
9,18,90113152745043737329662927343891000443,0.07960506016661524
9,19,187303333891094316179679482214474525478,0.08392471459426103
9,20,289493282188480917889094597530097782374,0.052761493366244985
9,21,337587922550545557707915299685991826231,0.05522986732489972
9,22,250535516548857053674528465412693509392,0.05522986732489972
9,23,324444557484737367335612464634051867983,0.06849737735266893
9,24,138037913409432278527586737111003424177,0.06664609688367788
9,25,238737356100793426899843030221134493673,0.04473927800061709
9,26,14056148361106843440209657606980920190,0.06479481641468683
9,27,213339292892640210511052400882910877084,0.04875038568343104
9,28,77816331805448297607017863164864233122,0.06880592409750078
9,29,155344286680967965219767280059036558455,0.07096575131132367
9,30,338519224929508371778070650171650351587,0.0484418389385992
9,31,17032670314389167611809100948361175403,0.08701018204257945
9,32,30796498156602890211596297332795551554,0.07127429805615551
9,33,280024097050370542597996759900029154946,0.04720765195927183
9,34,285250710641018335804794440651499126050,0.08145634063560629
9,35,194132176318081531182585489557343328475,0.042270904041962355
9,36,85183434957990395909932113105501622964,0.061709348966368406
9,37,282083837919764890700061498338878621163,0.10398025300833076
9,38,64380315741506721810114492348000902904,0.056155507559395246
9,39,241016634030236059370224755249186167685,0.06818883060783709
10,0,102323491557365920349036710583153553048,0.07724178751109796
10,1,90619074493687664982303098484265329422,0.0849363717076058
10,2,90127385703058314554265110266480423047,0.05179047055341817
10,3,38405384431638659325062896298336830973,0.06629180230837525
10,4,272259006798609062580086616937977533942,0.18023083752589525
10,5,17961036881921688721657493074457492509,0.05031074282332051
10,6,67924534190005047053053105873144762505,0.05800532701982835
10,7,266288400696146201591358236837119053399,0.0630364013021604
10,8,251204321345120169216276262813231990352,0.050902633915359576
10,9,290868447027690205167913190773857361976,0.14205386208937557
10,10,212293550149298544931488158416768437630,0.08404853506954721
10,11,32668586873495484454833171221203277184,0.0648120745782776
10,12,137440819434171693501440539854816012396,0.1195620005918911
10,13,52715644950694789879807094222117545428,0.03521751997632436
10,14,110093581957719601589037256544014424919,0.11837821840781296
10,15,288442600372346535095665078905254974368,0.12666469369635988
10,16,275198150324635202156879103933500215688,0.13643089671500444
10,17,193395720662350510088860606786317822061,0.044687777448949396
10,18,307069282443056394085031400534623656895,0.0665877478543948
10,19,240174080492799357966805931919729812578,0.07812962414915656
10,20,81934893778713797464936211659730347990,0.13495116898490678
10,21,317320145830743580449845261078495273551,0.08108907960935188
10,22,259553179253334739357188610978501666817,0.07605800532701983
10,23,238287871380011678809864578446038601576,0.0547499260136135
10,24,125557137338864578131493808826640242513,0.09026339153595739
10,25,267257467716005432012630432791357751401,0.06451612903225806
10,26,237633619457687180057003477345741026454,0.06244451021012134
10,27,321148522576728700014799307296627905678,0.07931340633323468
10,28,32419820697376662545244691198283030781,0.08286475288546907
10,29,187433397671057798612718885739811511097,0.18407812962414916
10,30,232233719085035172614483769116974868205,0.14738088191772714
10,31,44196526948073662630037854439880633805,0.06333234684817994
10,32,275708160494112156247432898569110797570,0.063924237940219
10,33,218400864555494203445278683164420303965,0.06688369340041432
10,34,334419914498998624046707087682819201538,0.07842556969517608
10,35,130231906287933500350180860081617856542,0.07073098549866824
10,36,141270520708185374144306665664571290933,0.09559041136430897
10,37,263772983235961002256285879728021433346,0.07339449541284404
10,38,289953446181010533291502626365952052422,0.11423498076353951
10,39,115810336772957575714746234783546084444,0.07842556969517608
11,0,101888119968040195676700998100535181086,0.12112595962468012
11,1,11597456170596228991182819659763174024,0.1367642877452374
11,2,288189439979523225581616713534787249993,0.14899061700312766
11,3,39259054927508515849686739304354458449,0.07989764003411999
11,4,131611746375786940691153186511786749710,0.10292863235712255
11,5,63527259405559527934414721989076946405,0.0841626386124538
11,6,289989196993427920120441203354909037998,0.12112595962468012
11,7,145924436662420830817774158968415381423,0.09269263576912141
11,8,206931894583140081624015106637729711439,0.14017628660790446
11,9,333781980671021425039577995344727578917,0.1174296275234575
11,10,13123749969733188150055455322680210765,0.22831959056013648
11,11,251246684504688732486438718187569363616,0.22064259311913562
11,12,188934075978919784489491419102306017224,0.10093829968723343
11,13,317340743564653673878883419509013185052,0.13079328973557008
11,14,32600492717280150288315420520262595155,0.10435029854990048
11,15,82469894490195599226096736231753492813,0.1367642877452374
11,16,72299583268524340227606613998661142999,0.16462894512368495
11,17,86064948705582850113935613654727383006,0.12880295706568098
11,18,122634992246975220323510299492196655702,0.10065396644867786
11,19,335326791325693162304186194109768236639,0.12709695763434745
11,20,184475140545866722406599009643500439755,0.1899346033551322
11,21,195945012085011166507214654029361487174,0.1148706283764572
11,22,188294851115699657038317893029221529940,0.1327836224054592
11,23,182781390393495266872516656476209081461,0.08814330395223202
11,24,45503332914248712680721540634992732864,0.14671595109468297
11,25,118939550572643409793576768655005565470,0.05146431617856127
11,26,329769893743461912377749218735575043760,0.14500995166334946
11,27,94088109749590074450892456436789094140,0.07989764003411999
11,28,178707146495489778517496450656773622663,0.0838783053738982
11,29,110841600260395187845069208600089381405,0.06624964458345181
11,30,151450548499393359109317273567079515826,0.11117429627523458
11,31,55793324356875228455681308277149781765,0.0949673016775661
11,32,45026344799455389136407078813439927619,0.04719931760022747
11,33,266082998650686898267543722730427819156,0.059141313619562125
11,34,126599945175906484274545523804054706442,0.10690929769690077
11,35,20031421396788272013626815941112010577,0.2189365936878021
11,36,173563072437584732530204837371157700977,0.11885129371623543
11,37,208167671604674981116777511188017597792,0.11088996303667899
11,38,260856331219154468626465826560297188612,0.0838783053738982
11,39,88177121820450535735660894938464951009,0.09013363662212112
12,0,332688795739422218481497307028758180505,0.0640218878248974
12,1,5853856064935303122229152697353177990,0.08372093023255814
12,2,59248506212120990881317292983510407364,0.08891928864569083
12,3,181533646740559364972268408050223941879,0.10314637482900137
12,4,79264528614353804813316957221994085461,0.1945280437756498
12,5,290451901890175848451132046479841655088,0.06839945280437756
12,6,87497406215746371156806370846126598707,0.21367989056087552
12,7,32507273284268830358885545413709376020,0.10725034199726402
12,8,307883830432850090901870940645859526181,0.08235294117647059
12,9,46849911422309479629639739009110158904,0.11682626538987688
12,10,169012431591531867241909506377778676365,0.21915184678522573
12,11,300403435963003971678433113152570360223,0.2270861833105335
12,12,277156390797519988922817452286190330717,0.12749658002735978
12,13,231876900725030500338049442488191558667,0.10697674418604651
12,14,137461512952473830381169381802242839877,0.2347469220246238
12,15,271338155157095163034522011571227084831,0.09849521203830369
12,16,224976402901786387502656604094726379921,0.0692202462380301
12,17,44368359836929143785674444818523747924,0.29712722298221617
12,18,102736841562453581050971902715875646307,0.1975376196990424
12,19,131870981129846114543145748780702742122,0.09220246238030096
12,20,32903325003460076609992149377623050179,0.3253077975376197
12,21,3687569627306906079580700686933688914,0.15102599179206566
12,22,272006706984214077781742536833492908586,0.11792065663474692
12,23,18895933689879628450576624837260117152,0.15047879616963064
12,24,295500078874972549740570673340381816648,0.17428180574555405
12,25,131368340734015788165458818465080455144,0.1704514363885089
12,26,49631209133401077006869874163116138472,0.09548563611491108
12,27,224814584690380558498221402693550716311,0.09822161422708618
12,28,5419514943452805800255710103584941718,0.1948016415868673
12,29,329708306808571008305613811307579546791,0.09274965800273598
12,30,339288255815898339341959381184004817060,0.11244870041039672
12,31,191540561494947396642144237605423092515,0.11819425444596443
12,32,142653068459707036738561327859517635822,0.2984952120383037
12,33,62481713639151817886385298348508825068,0.2826265389876881
12,34,213776250256611757467362207005335559711,0.07305061559507524
12,35,164785439516406331977045424260643297673,0.35129958960328317
12,36,111659279978969968205898225773941153302,0.12120383036935704
12,37,32594482249938679623092876451461075865,0.18276333789329685
12,38,123211501375461203866530814492952658599,0.0667578659370725
12,39,122015321854304857497671911740477265482,0.13187414500683994
13,0,282206907600764132761549290282257977571,0.08726601634590034
13,1,203525135775655441437701195780034731770,0.16134985499604534
13,2,320538429862715737146263151789509993348,0.12654890587925124
